Visit Frequency;Days Since Last Loyalty Program Interaction;Purchase Recency;Average Spend per Visit;Loyalty Points Earned (Last X Days);Loyalty Points Redeemed (Last X Days);Total Loyalty Points Balance;Most Purchased Product Category;Change in Product Category;Time of Visit (Peak/Off-Peak);Preferred Order Method;Change in Order Method;Number of Complaints (Last X Days);Sentiment of Last Review/Feedback;Special Event Engagement;Churn Label
11;56;12;88147;11;77;740;Coffee;1;Morning;Takeaway;0;0;Positive;1;1
4;10;27;88139;202;90;1132;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
8;3;53;88130;205;255;2170;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;7;31;88128;235;101;1605;Pastries;0;Afternoon;Dine-in;1;0;Positive;1;0
5;16;6;88096;283;97;546;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
5;5;0;88091;332;378;2312;Coffee;0;Afternoon;Takeaway;0;0;Positive;0;0
6;2;36;88085;337;122;1991;Pastries;0;Afternoon;Takeaway;1;0;Positive;1;0
9;5;4;88082;402;193;911;Pastries;0;Morning;Delivery;0;1;Positive;1;0
9;13;8;88070;53;135;1791;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
7;8;3;88068;214;467;1428;Coffee;0;Morning;Takeaway;1;0;Positive;0;0
9;11;9;88055;220;263;1460;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;1;14;88047;158;456;2020;Coffee;0;Evening;Takeaway;0;1;Neutral;1;0
8;0;1;88038;100;90;805;Coffee;0;Morning;Dine-in;1;0;Neutral;1;0
9;34;35;88032;18;236;108;Pastries;0;Morning;Dine-in;1;1;Positive;1;1
8;13;1;88023;219;297;2138;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;1
11;11;1;88021;7;295;1186;Pastries;0;Afternoon;Dine-in;0;0;Positive;0;0
10;5;1;88021;319;129;2233;Coffee;0;Morning;Dine-in;0;0;Neutral;0;0
13;8;0;88021;246;69;2914;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
10;10;31;88006;433;80;1704;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
7;5;0;88000;225;299;1964;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
11;17;38;87997;496;207;2968;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
4;3;1;87993;83;248;2216;Pastries;1;Afternoon;Delivery;0;1;Negative;1;1
5;14;17;87976;61;417;95;Coffee;1;Morning;Delivery;0;0;Neutral;1;0
11;47;10;87968;355;304;1289;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
11;9;0;87967;407;332;1109;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
7;12;41;87966;375;62;2735;Pastries;1;Afternoon;Delivery;0;0;Positive;1;0
6;21;5;87964;379;144;961;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
5;15;18;87963;488;417;627;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
8;30;6;87961;61;252;2184;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;3;13;87956;195;327;1132;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
6;0;24;87944;412;38;780;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;4;13;87939;316;150;2017;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
4;26;5;87924;72;153;1469;Coffee;0;Morning;Dine-in;1;0;Positive;1;1
12;0;3;87913;368;69;932;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
10;2;9;87897;476;400;2373;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
9;4;15;87896;238;16;495;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
10;15;3;87896;473;444;2492;Lunch;0;Evening;Takeaway;1;0;Positive;1;0
7;0;4;87894;28;67;2267;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
8;2;17;87888;227;296;610;Coffee;0;Afternoon;Dine-in;0;0;Neutral;0;0
7;58;14;87878;496;399;2367;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
6;17;4;87877;418;30;1233;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
11;10;19;87866;332;281;1181;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
9;13;2;87865;320;68;984;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;6;5;87855;185;469;1174;Coffee;0;Morning;Dine-in;0;1;Negative;1;1
8;38;1;87854;224;142;256;Coffee;1;Evening;Takeaway;0;0;Positive;1;1
6;31;20;87851;302;324;195;Coffee;0;Morning;Delivery;0;0;Positive;1;0
9;2;9;87836;314;488;423;Pastries;0;Morning;Dine-in;0;0;Positive;0;1
6;2;6;87826;120;193;400;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
7;11;6;87810;147;24;642;Coffee;0;Evening;Delivery;0;1;Positive;1;0
11;3;0;87804;186;420;365;Coffee;0;Morning;Dine-in;0;2;Positive;1;0
8;6;3;87793;219;158;2824;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
6;18;33;87791;149;432;1631;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
6;18;4;87775;471;328;363;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
9;24;0;87754;403;329;1656;Coffee;0;Afternoon;Dine-in;0;3;Positive;1;1
4;1;17;87740;179;399;2223;Coffee;0;Morning;Dine-in;0;1;Neutral;1;1
9;12;16;87736;478;277;1449;Coffee;0;Morning;Takeaway;0;2;Neutral;1;0
9;19;1;87735;97;284;2062;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;3;3;87732;51;47;2410;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
9;32;36;87708;27;256;203;Coffee;0;Afternoon;Dine-in;1;0;Negative;0;1
7;38;5;87706;119;97;148;Coffee;1;Afternoon;Dine-in;0;0;Negative;1;1
5;0;8;87700;457;405;2780;Pastries;0;Morning;Dine-in;1;0;Positive;0;0
12;0;10;87699;1;70;591;Pastries;0;Afternoon;Dine-in;0;1;Positive;1;0
11;6;7;87677;144;468;2488;Coffee;0;Morning;Delivery;0;0;Positive;1;0
6;0;4;87670;467;316;1065;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
8;3;22;87659;65;97;2589;Pastries;0;Morning;Delivery;0;0;Positive;1;1
8;24;10;87638;42;183;450;Coffee;0;Morning;Delivery;0;0;Positive;1;0
6;0;10;87636;14;300;1785;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
5;14;4;87623;21;457;69;Coffee;0;Morning;Takeaway;1;0;Positive;1;1
6;1;6;87608;258;271;468;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;4;5;87605;348;213;1468;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
8;2;18;87600;355;434;2462;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
6;21;10;87594;127;436;2321;Coffee;1;Morning;Dine-in;0;0;Negative;1;0
7;1;32;87587;91;344;4;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
5;14;22;87586;202;289;1251;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
10;8;1;87584;355;454;2433;Coffee;1;Afternoon;Takeaway;0;0;Neutral;1;0
8;31;1;87579;118;157;814;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
2;14;2;87578;90;52;432;Pastries;0;Afternoon;Dine-in;1;0;Neutral;0;1
8;0;30;87574;297;420;1078;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
7;21;6;87555;311;396;553;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
2;8;10;87548;481;287;776;Coffee;0;Evening;Dine-in;1;0;Neutral;1;0
6;0;2;87543;221;353;1579;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
10;21;35;87543;157;410;1258;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;5;2;87534;15;373;1598;Coffee;1;Morning;Takeaway;0;0;Positive;1;0
3;7;2;87533;170;134;2916;Coffee;1;Evening;Dine-in;0;1;Neutral;1;0
7;10;2;87530;103;380;1708;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
5;15;2;87529;375;62;392;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
12;10;7;87528;476;458;276;Pastries;0;Morning;Delivery;0;0;Negative;1;0
4;14;36;87526;8;201;1709;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
6;8;10;87525;169;178;529;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
9;18;14;87514;235;334;2026;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
5;18;9;87512;110;475;2774;Coffee;1;Afternoon;Dine-in;0;0;Neutral;1;0
6;2;23;87506;420;166;442;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
15;6;2;87498;187;114;2685;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;2;3;87496;81;178;1671;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;9;3;87494;483;452;1141;Lunch;0;Morning;Takeaway;1;0;Neutral;1;0
8;3;0;87482;2;114;1326;Coffee;0;Morning;Takeaway;0;1;Neutral;1;0
6;42;4;87478;425;251;2026;Coffee;1;Morning;Dine-in;1;0;Neutral;1;1
10;7;4;87473;189;127;1453;Pastries;0;Morning;Delivery;0;0;Positive;1;0
4;13;0;87468;379;369;100;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;17;8;87458;203;82;826;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;0
10;20;11;87446;72;325;2831;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
4;19;0;87446;53;469;2603;Pastries;1;Evening;Dine-in;0;0;Positive;1;1
10;1;13;87443;93;19;677;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
15;29;0;87443;199;273;1822;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
11;35;7;87441;313;407;2302;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
7;6;8;87440;266;343;380;Coffee;0;Afternoon;Takeaway;1;0;Positive;1;0
6;19;10;87437;134;355;2692;Coffee;0;Evening;Takeaway;1;0;Neutral;1;0
8;28;26;87435;78;388;2823;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;1
8;1;0;87425;295;219;2210;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
13;4;4;87418;359;307;138;Coffee;0;Morning;Delivery;0;0;Positive;1;0
6;2;23;87418;320;409;2857;Pastries;0;Morning;Dine-in;0;1;Positive;1;0
14;4;6;87417;57;379;2050;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
5;19;17;87416;441;103;1032;Coffee;0;Morning;Takeaway;0;0;Positive;0;0
4;6;3;87413;17;130;2582;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
7;8;26;87394;490;343;1458;Coffee;1;Afternoon;Takeaway;1;0;Positive;1;0
12;5;3;87393;120;471;1937;Coffee;1;Morning;Delivery;0;0;Neutral;1;0
9;7;68;87390;62;437;633;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
11;43;0;87381;182;194;2235;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
11;0;7;87380;367;262;2518;Coffee;1;Evening;Dine-in;0;0;Positive;1;0
8;42;1;87371;49;404;462;Lunch;0;Morning;Dine-in;0;0;Positive;1;1
10;4;2;87370;138;13;2252;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;0
9;42;5;87363;18;236;1609;Coffee;1;Morning;Delivery;0;0;Neutral;1;1
2;3;3;87362;351;492;1238;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;0;38;87362;440;330;2416;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;1
11;10;0;87354;214;328;2175;Pastries;0;Afternoon;Takeaway;0;1;Positive;1;0
5;2;3;87351;428;74;849;Lunch;0;Morning;Dine-in;0;1;Negative;1;1
8;5;5;87351;192;418;2352;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
8;15;10;87349;249;220;2962;Coffee;0;Afternoon;Delivery;0;1;Positive;1;0
8;5;10;87331;436;81;1297;Coffee;1;Afternoon;Takeaway;0;0;Negative;1;1
10;21;13;87311;299;479;2749;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;12;4;87305;186;121;155;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
14;5;6;87301;421;261;1112;Lunch;0;Afternoon;Dine-in;0;0;Neutral;1;0
11;8;0;87296;286;466;1306;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
2;30;17;87282;110;326;2632;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;11;7;87280;175;257;76;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;2;18;87275;487;198;353;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
12;15;0;87274;192;3;450;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
8;18;7;87268;314;170;1597;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;0;2;87253;471;416;424;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
12;2;24;87252;466;203;2995;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;1
16;12;18;87247;18;488;2075;Coffee;1;Morning;Takeaway;0;0;Neutral;0;0
7;29;0;87241;8;202;879;Coffee;1;Afternoon;Takeaway;0;0;Neutral;1;0
11;12;17;87236;303;151;2019;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
4;11;5;87236;291;388;212;Pastries;1;Morning;Dine-in;0;0;Negative;1;1
7;6;8;87227;358;410;2147;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
3;1;0;87220;71;422;1833;Pastries;0;Morning;Takeaway;1;0;Negative;1;1
5;0;2;87207;250;190;513;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
7;2;10;87206;453;133;91;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;4;13;87184;358;339;712;Lunch;1;Evening;Takeaway;0;0;Positive;1;0
8;9;9;87182;123;223;2701;Coffee;1;Morning;Takeaway;0;0;Positive;1;0
12;6;1;87182;199;92;2509;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;27;11;87178;312;396;2441;Coffee;0;Evening;Dine-in;1;0;Positive;1;0
6;18;0;87169;38;387;2017;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
4;1;10;87162;226;396;1229;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
7;6;8;87157;104;17;2569;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;15;5;87141;491;248;1485;Coffee;0;Morning;Takeaway;0;1;Negative;1;0
6;0;19;87139;108;487;326;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
3;4;0;87135;484;395;1429;Coffee;0;Morning;Dine-in;0;0;Neutral;0;1
14;21;11;87124;307;89;1871;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
7;26;1;87110;311;26;1618;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
2;27;14;87105;198;195;493;Coffee;0;Evening;Dine-in;0;1;Positive;1;0
10;13;10;87102;143;398;623;Coffee;0;Morning;Takeaway;0;0;Positive;0;1
8;13;0;87100;403;461;539;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;15;18;87096;303;471;2405;Coffee;1;Afternoon;Dine-in;0;0;Neutral;0;1
10;8;0;87095;453;420;2617;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
8;25;3;87094;119;370;1942;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
8;2;23;87081;147;131;2255;Coffee;0;Afternoon;Takeaway;0;0;Negative;1;0
9;13;0;87077;282;36;1768;Coffee;0;Morning;Takeaway;0;0;Positive;0;1
6;6;4;87064;330;473;250;Coffee;1;Morning;Dine-in;1;0;Positive;1;0
8;18;10;87062;498;220;80;Coffee;0;Evening;Dine-in;0;0;Positive;0;0
7;20;6;87057;197;275;2896;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
12;20;4;87052;397;42;591;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
8;20;4;87043;21;486;478;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;15;22;87036;117;344;1662;Pastries;0;Morning;Delivery;1;0;Positive;1;1
16;23;21;87035;467;485;1557;Lunch;0;Morning;Dine-in;0;0;Negative;1;1
6;4;1;87030;291;467;2079;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
10;18;4;87027;133;191;1881;Coffee;0;Morning;Dine-in;1;0;Negative;1;0
5;10;1;87023;220;2;1996;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
11;2;13;87019;287;135;420;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;38;4;87018;426;274;1122;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
11;58;0;87000;400;187;1537;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
5;9;19;86989;484;305;565;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
11;41;7;86987;451;45;1329;Coffee;1;Evening;Delivery;0;1;Negative;1;1
10;13;13;86970;149;338;1128;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
10;22;7;86949;249;114;2070;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
5;29;25;86948;12;266;2076;Pastries;0;Morning;Takeaway;0;0;Positive;0;1
2;21;35;86940;92;493;385;Pastries;0;Morning;Dine-in;0;0;Neutral;1;1
7;6;5;86937;300;47;2391;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
8;3;0;86931;70;23;1885;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
9;29;4;86930;333;303;2835;Lunch;0;Morning;Delivery;0;0;Positive;1;0
9;1;9;86926;131;456;483;Pastries;1;Afternoon;Dine-in;0;0;Neutral;1;0
6;32;13;86923;22;358;981;Coffee;0;Evening;Takeaway;0;0;Neutral;0;1
8;8;2;86906;165;353;893;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
9;27;5;86892;99;356;341;Lunch;0;Afternoon;Dine-in;1;1;Neutral;1;0
4;23;2;86887;421;477;1650;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
5;26;14;86887;331;46;1682;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
6;16;0;86887;156;165;1284;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
3;5;2;86882;371;47;1988;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
11;5;29;86873;257;444;1026;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;1
7;16;19;86870;259;168;2796;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
10;12;13;86864;202;344;2095;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
5;31;12;86863;128;462;1448;Coffee;0;Evening;Takeaway;1;0;Negative;1;1
8;34;1;86859;288;398;2255;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
9;25;9;86856;173;349;141;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
7;4;6;86852;259;474;2195;Coffee;0;Morning;Delivery;0;0;Positive;1;0
10;14;2;86849;12;488;1096;Coffee;0;Morning;Dine-in;0;1;Positive;1;0
9;11;12;86849;127;89;1767;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
5;17;2;86846;498;499;2617;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
7;15;3;86845;251;271;2635;Pastries;1;Morning;Dine-in;0;0;Neutral;1;0
5;7;3;86842;1;170;1058;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
4;16;8;86841;289;349;717;Lunch;1;Evening;Dine-in;0;0;Neutral;1;1
4;15;11;86840;18;208;135;Coffee;0;Morning;Takeaway;0;0;Negative;1;1
11;8;3;86837;296;485;261;Coffee;0;Morning;Dine-in;0;0;Neutral;0;0
9;50;6;86835;342;373;2064;Pastries;0;Evening;Takeaway;0;0;Positive;1;1
4;21;4;86831;83;204;694;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
5;2;16;86827;35;402;2257;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
8;17;1;86814;324;3;1984;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;0
10;26;4;86794;295;200;296;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;19;6;86777;344;144;446;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
3;28;3;86775;276;19;746;Pastries;1;Morning;Delivery;0;1;Positive;1;1
8;8;4;86769;379;270;530;Pastries;0;Evening;Dine-in;1;0;Positive;0;1
9;5;0;86765;403;231;2446;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
6;2;26;86762;426;185;2835;Coffee;1;Morning;Dine-in;0;1;Neutral;1;1
10;5;13;86760;227;360;389;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;0
9;0;4;86751;490;260;876;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;37;21;86748;69;122;2291;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
5;4;12;86745;480;167;2722;Coffee;0;Morning;Delivery;0;0;Neutral;1;0
11;102;8;86738;229;355;1218;Lunch;0;Afternoon;Dine-in;0;2;Positive;1;1
9;6;0;86738;412;165;1321;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
13;3;1;86723;342;362;2990;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
6;23;8;86712;64;269;705;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;0
11;11;2;86710;384;330;1606;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;26;10;86702;216;182;2674;Coffee;0;Evening;Takeaway;1;1;Negative;1;0
9;12;4;86699;109;304;2404;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
2;11;0;86694;388;21;2854;Pastries;0;Afternoon;Takeaway;0;2;Positive;1;0
11;2;11;86689;337;432;955;Coffee;0;Afternoon;Dine-in;0;2;Positive;1;0
9;4;4;86685;363;201;1684;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
6;19;2;86683;461;475;1092;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
6;3;17;86680;452;134;303;Pastries;0;Morning;Delivery;0;0;Positive;1;0
7;30;0;86677;173;395;6;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
7;10;4;86671;403;312;2946;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
4;0;19;86667;384;97;1519;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;16;76;86666;383;248;1293;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;45;6;86665;81;415;27;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
6;3;3;86662;211;184;613;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
9;19;3;86655;48;327;2595;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
11;4;15;86655;475;181;667;Coffee;1;Morning;Takeaway;1;0;Positive;1;0
6;2;18;86654;452;164;2361;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
8;28;39;86651;316;384;2579;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;1
5;1;9;86645;316;172;2264;Coffee;0;Evening;Takeaway;0;3;Positive;1;0
4;19;1;86644;401;55;1038;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
9;7;20;86628;355;324;2483;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
9;10;3;86625;243;482;1736;Coffee;0;Morning;Delivery;0;0;Positive;1;0
9;5;3;86615;116;225;143;Pastries;0;Morning;Dine-in;0;2;Positive;1;1
4;0;2;86608;316;439;2024;Coffee;0;Afternoon;Dine-in;0;0;Negative;0;1
17;3;0;86597;164;72;513;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
17;21;8;86595;487;380;1470;Coffee;1;Evening;Dine-in;0;0;Positive;0;1
6;16;21;86594;481;371;2478;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
9;33;0;86592;14;250;2598;Coffee;1;Evening;Takeaway;0;0;Positive;1;1
7;60;0;86592;72;328;980;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
9;5;10;86590;267;56;495;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
11;5;20;86578;251;449;1806;Pastries;0;Morning;Takeaway;0;0;Negative;1;0
11;2;8;86568;426;144;2854;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
3;9;1;86566;167;323;1053;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
12;10;8;86565;483;73;358;Coffee;0;Evening;Delivery;0;0;Negative;1;0
8;38;1;86559;487;339;1700;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;18;8;86553;110;19;2882;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
9;24;21;86549;343;472;980;Coffee;0;Morning;Delivery;0;0;Positive;0;1
7;2;20;86515;484;232;528;Pastries;0;Morning;Takeaway;0;0;Negative;1;0
12;11;10;86514;411;200;1457;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
9;20;2;86513;341;479;476;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
3;0;28;86502;42;75;642;Pastries;0;Morning;Takeaway;1;1;Positive;0;1
5;17;11;86495;290;384;462;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
9;3;3;86494;218;346;1104;Pastries;1;Morning;Dine-in;0;2;Positive;0;1
12;7;0;86492;403;391;768;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
3;8;8;86491;296;214;876;Coffee;0;Afternoon;Dine-in;1;0;Positive;1;1
14;18;21;86490;176;175;1797;Lunch;0;Morning;Dine-in;1;0;Positive;1;1
9;15;2;86483;332;112;2804;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
9;5;8;86476;172;435;1822;Pastries;0;Evening;Dine-in;0;0;Neutral;1;0
7;5;0;86461;383;476;2197;Pastries;1;Evening;Dine-in;0;0;Positive;1;0
10;15;18;86453;108;387;2509;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
7;10;33;86448;421;164;1678;Pastries;0;Evening;Dine-in;0;1;Positive;1;0
7;2;3;86446;265;452;2388;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
10;21;5;86445;181;93;2801;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
4;34;1;86442;16;55;2522;Coffee;0;Morning;Dine-in;0;0;Negative;1;1
11;39;3;86438;185;463;2332;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;1
13;0;1;86432;127;432;2991;Lunch;1;Afternoon;Dine-in;1;1;Positive;1;1
5;20;2;86426;52;20;1615;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
11;14;1;86426;378;148;2345;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
14;16;0;86417;470;28;2674;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;7;2;86414;193;203;2327;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;7;4;86400;479;282;675;Coffee;1;Evening;Dine-in;0;0;Positive;1;0
8;6;7;86400;219;379;2785;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
7;2;6;86396;235;487;1059;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
6;7;5;86391;340;84;647;Lunch;0;Morning;Dine-in;1;0;Positive;1;0
4;3;7;86370;458;342;1768;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;1
9;41;5;86361;380;339;1281;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
7;17;6;86351;159;218;2295;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
3;11;3;86344;297;0;924;Lunch;0;Afternoon;Takeaway;0;0;Positive;1;1
9;12;10;86341;498;296;1670;Lunch;0;Evening;Dine-in;0;0;Positive;1;0
6;25;13;86325;464;81;2803;Pastries;1;Morning;Dine-in;0;1;Positive;1;0
10;10;8;86321;260;466;2841;Lunch;0;Evening;Takeaway;0;1;Positive;1;0
5;14;5;86320;54;478;800;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
7;18;4;86301;496;485;1639;Coffee;0;Evening;Delivery;0;0;Neutral;1;0
